0.3113480704	0.0119596646	0.4703122934	0.1040969893	0.2137881102	0.4014373245	0.8717904397	0.9899214247	0.0269250343	0.7227802325	0.2338436268	0.7920133631	0.6181508983	0.6094598335	0.4309941715	0.8936364003	0.3820140796	0.5205764676	0.4871834463	0.8697382608
0.4499148311	0.3512495798	0.5050704930	0.4652930898	0.3559970246	0.8975287060	0.0541833471	0.9079548566	0.4428010583	0.4333612535	0.0844191184	0.9861227243	0.2858399878	0.1005178366	0.6906031419	0.5622163607	0.6327192437	0.2886192949	0.3945912079	0.9171417928
0.9510831783	0.4563957406	0.5708958047	0.6135727531	0.7323740702	0.6648706956	0.0578410203	0.4424457710	0.3600595931	0.5490628372	0.8724998573	0.8264491533	0.1038222373	0.8141442073	0.7818162615	0.6106476470	0.8229271219	0.0677262722	0.1659436115	0.6935993708
0.3023001968	0.5882653200	0.5494437674	0.9654490646	0.1343990060	0.4176041108	0.2485339422	0.5765793004	0.2196982287	0.1266088421	0.6563254259	0.3406094207	0.5627744813	0.7337564303	0.2447554411	0.7719919316	0.5844075511	0.9835685391	0.1717241475	0.7003719352
0.7431753386	0.9899774167	0.9377639427	0.0858274967	0.4215312569	0.9963829190	0.3715236889	0.8266317041	0.0870492389	0.2917392646	0.0015109670	0.8278153689	0.1086053172	0.8526059756	0.4609060898	0.7860065844	0.1868272105	0.5295445423	0.6319396424	0.5337981027
0.7738926846	0.9629325878	0.3130446337	0.7869461335	0.5341351577	0.8023776433	0.4222978642	0.8719923876	0.8233318310	0.7825687954	0.5423658756	0.8495344554	0.9246389710	0.6752389373	0.8893332949	0.7214224978	0.3842602611	0.1874208887	0.8463964162	0.6812925710
0.8262203472	0.0184615673	0.2180247204	0.1116582665	0.6394855216	0.7438666294	0.3758496105	0.1315795053	0.0845690111	0.8768842228	0.0014459915	0.9723638185	0.9742611219	0.4487323941	0.7875338122	0.5562906598	0.5353778822	0.2990871240	0.4455077158	0.0641383117
0.9854760298	0.0989022008	0.3591663696	0.6133375421	0.8907687038	0.4143356091	0.1192213515	0.2988398565	0.6904262574	0.0504599532	0.4802813692	0.1999366933	0.2115069299	0.7126836355	0.8417176801	0.6242816616	0.4805315948	0.0081391084	0.4213096636	0.4039998167
0.6166971937	0.4524306166	0.1814953430	0.1667749181	0.1296234013	0.6506938807	0.3755278277	0.5929167622	0.8637673841	0.3348582929	0.6052951843	0.4900548692	0.6923566214	0.7597806267	0.0554738093	0.1494883801	0.0107124879	0.1683730546	0.4048377957	0.6430711413
0.8528164858	0.2579020767	0.4750658371	0.3039770702	0.8226413113	0.8521696281	0.6067359951	0.2644185660	0.3324513546	0.2272745218	0.3670944990	0.1093631591	0.3968797915	0.3440466435	0.9078787654	0.1785531378	0.8136218091	0.2404410847	0.6329899378	0.6251844835
0.3598843713	0.8579386127	0.0258771040	0.8948957745	0.2022362467	0.1464573065	0.6735853009	0.4759517567	0.5634429647	0.3467896116	0.5687569684	0.5212257207	0.8387445139	0.1318460003	0.4934669709	0.1152279700	0.2657847950	0.8206349864	0.5561757445	0.2341644236
0.7368656836	0.7779003908	0.7151209120	0.5430979355	0.6077027196	0.4803359139	0.6704439508	0.1971385508	0.8185595823	0.3139936751	0.1094182917	0.2109722574	0.3137817100	0.1749008212	0.3653488945	0.5776904481	0.0676490143	0.8947981199	0.9598153602	0.8194949854
0.9255459154	0.7324128509	0.2833729471	0.8953237839	0.7899820632	0.3133262752	0.5437030519	0.4702131463	0.5698775760	0.4959759917	0.6552345865	0.4407272007	0.3550409828	0.9476302299	0.9571858535	0.5322979660	0.4522141123	0.7290257914	0.7117216207	0.0276409628
0.0833579621	0.7602294328	0.7729763406	0.8570377686	0.8228482346	0.5069357339	0.5974475765	0.7170316795	0.8140442191	0.5063289795	0.4722625110	0.2367838230	0.9404103853	0.9768628674	0.2478515221	0.2989925092	0.8001121401	0.2930387766	0.6609494493	0.4782939633
0.1506600708	0.5412932648	0.2142591666	0.4950455135	0.3171904899	0.0412259903	0.6291825905	0.4796182561	0.2250769722	0.5247765008	0.0235339599	0.2430618668	0.5562363326	0.8599311703	0.4186142942	0.5191749967	0.0340961153	0.1255347641	0.6997771101	0.3862538968
0.2070442187	0.5554110031	0.5036029235	0.8896189554	0.3849789286	0.4983792001	0.0253666643	0.6534988823	0.7848882589	0.4340047609	0.6044389966	0.7912214189	0.7760884327	0.3551559663	0.8127786039	0.4526305969	0.5307809211	0.3743517177	0.6142080385	0.4018938519
0.0618218374	0.0557677184	0.4468504493	0.0041622440	0.0941558372	0.8848996568	0.1014743991	0.9298491102	0.6263102243	0.6164224639	0.1303093415	0.0756218381	0.4641614979	0.7655173095	0.9102562105	0.8633721291	0.1126970956	0.3809506748	0.5522292735	0.0246694379
0.3049337831	0.8886150291	0.4032461737	0.5190468445	0.4991841938	0.7557926295	0.1057885273	0.4880214980	0.2355835480	0.5010889391	0.1107968518	0.0441978464	0.5503561297	0.9264211146	0.4790890175	0.8078494416	0.2715981070	0.6471508302	0.6329585800	0.1272467845
0.6593140822	0.2463165874	0.0855009181	0.9516683132	0.8195638629	0.4262575585	0.1634429653	0.4818061349	0.5225160747	0.3528589051	0.8075210104	0.7715078840	0.0471136136	0.6443840889	0.6651691808	0.7888404756	0.5574401071	0.7399370803	0.3337900326	0.2943327866
0.9312203886	0.0627933837	0.8016053500	0.2342034762	0.2572958879	0.7676887236	0.5015815956	0.3462810484	0.5068506315	0.8283036047	0.0104530179	0.9330630382	0.8191451550	0.4457801903	0.8457406677	0.9126052641	0.8032653706	0.2561154900	0.0180074099	0.5624810183
0.4475173223	0.1971914471	0.3362351113	0.2044624411	0.6965284219	0.9531961890	0.9893312396	0.9931718582	0.0555343088	0.7362682927	0.5949671945	0.6969258497	0.3999063610	0.9215516164	0.8826201102	0.3215822840	0.8144178720	0.5791601585	0.5017460475	0.6663751902
0.7716404111	0.6886735991	0.3679957820	0.3572598189	0.5961529877	0.1509392885	0.6595899092	0.8539517082	0.5721686382	0.2993880073	0.6333649117	0.1695718541	0.0355293530	0.0209128963	0.9361116764	0.2878678112	0.4897050965	0.8495927552	0.6702374569	0.8511142006
0.4417085138	0.3765402942	0.7978113794	0.3461765071	0.0060709459	0.8972113621	0.7642889596	0.1683648053	0.1271568008	0.2229751811	0.4078738284	0.5206595638	0.2944429130	0.3639055416	0.0616314331	0.3655900982	0.2262285678	0.7520378252	0.2420627552	0.1441915776
0.4109406538	0.8622355421	0.2325618151	0.8125653688	0.6489789081	0.5893494215	0.6299521480	0.3232882501	0.6819412995	0.6351765472	0.9536118626	0.1886241490	0.8483228392	0.3479578948	0.5664916352	0.7617962773	0.2040857580	0.4911857370	0.9503281462	0.2614699985
0.3854435572	0.2574057586	0.3432291756	0.0113526263	0.5566103653	0.8829919450	0.0837353147	0.6401534145	0.3240387583	0.1375059769	0.8483548916	0.1597143552	0.7986812796	0.5012231710	0.7675485608	0.5879214977	0.7484917902	0.9161022137	0.8916419807	0.6479222255
0.1085978651	0.1422406094	0.7405265303	0.4274864285	0.3366101003	0.3858052049	0.2330315531	0.9448517624	0.8867154878	0.1551459719	0.7618773245	0.2276290366	0.4850542838	0.0911542364	0.8978740367	0.2618647137	0.7192041801	0.9390613935	0.4535704276	0.4525662384
0.5496218924	0.4287403652	0.0224732804	0.2579595981	0.7569358556	0.7643697134	0.1278920835	0.7995492539	0.2135545210	0.3698637114	0.3438800859	0.2596869679	0.5229957944	0.5387847616	0.8250959294	0.0564305489	0.8945533282	0.3464982256	0.4418927804	0.3074080785
0.1593416957	0.0675581127	0.7815974256	0.9534510492	0.9030247857	0.4353777460	0.0171909672	0.0743062660	0.0016366919	0.8706765007	0.1062577437	0.6995148862	0.8053438166	0.1604280510	0.4324707501	0.1780398268	0.0731114490	0.8965069426	0.1936656874	0.2364896397
0.4239144738	0.7540306791	0.9817778441	0.1538885097	0.5929190624	0.1578507032	0.7654945844	0.3386610882	0.4277274065	0.1117034481	0.9946757695	0.9366566759	0.8507574491	0.3517316588	0.7023655618	0.9064576878	0.1038038187	0.8857364788	0.6186794576	0.1563720852
0.4201499801	0.6689603269	0.0485296341	0.7316497291	0.1080064830	0.8212899264	0.1860375395	0.1945369007	0.0402191447	0.2233332409	0.1874454007	0.0271406135	0.6135560164	0.1661860748	0.6311542199	0.6946943442	0.5326576805	0.4870968460	0.2919569873	0.3751181861
0.4426822846	0.0414398746	0.9498027939	0.7427020188	0.0160002322	0.6004202811	0.9381367718	0.6869112704	0.8103830385	0.2748341513	0.4244091506	0.4331906751	0.0255759341	0.8849128628	0.8861322283	0.4908079459	0.5969065002	0.8340058502	0.8327633447	0.9170935297
0.6095013284	0.3932742278	0.7534922714	0.5857779275	0.1281216707	0.8616183463	0.5554796347	0.0220789790	0.9089375183	0.8368157094	0.8982244279	0.3488820084	0.5905794384	0.3067797196	0.5361489719	0.5393131201	0.9415366253	0.4325364381	0.9403120965	0.3532386003
0.9954843376	0.4681342204	0.1418810501	0.7100568358	0.2665663891	0.9117111609	0.3729859476	0.3185744319	0.4421976153	0.0106329943	0.4547109576	0.2957003622	0.2204672283	0.0686508607	0.2046726824	0.7373251734	0.8308679433	0.9380933363	0.3198515281	0.9075972591
0.6553828355	0.2236627640	0.3093976317	0.9653282626	0.2225819670	0.6494375605	0.0317735787	0.3292407669	0.8242821189	0.0768316705	0.2298707649	0.1609266731	0.6051823338	0.0758226538	0.5833458122	0.7240486338	0.0263878425	0.6899029557	0.5158555299	0.3899815549
0.8704857791	0.2786385245	0.2022764657	0.9358204285	0.1462483342	0.2179878112	0.5113596398	0.0485705760	0.8123106486	0.4293754850	0.4906594333	0.5689546892	0.7775800012	0.7699918494	0.5289793623	0.3161027172	0.3950870451	0.9498141169	0.0567698071	0.5724206700
0.3247540513	0.7267933457	0.3025076522	0.2380439445	0.3412436963	0.4773115388	0.3177978387	0.4910231789	0.5848270706	0.8692751858	0.8489191332	0.8044225848	0.7684155549	0.5369176816	0.4100067333	0.9531596682	0.9743843709	0.7459747508	0.3195498460	0.5569197386
0.6193237188	0.8345714977	0.9601864705	0.1684016259	0.0816476104	0.7150243037	0.8450359768	0.8067006973	0.8428705832	0.0121668276	0.4773729441	0.8340554983	0.7801752209	0.6187370761	0.9269173131	0.6411448324	0.3536295813	0.9520959685	0.9157884434	0.2539548553
0.1756296839	0.7934894350	0.5941184895	0.4295734745	0.5828171877	0.9559493070	0.6693985794	0.7252674108	0.7414997721	0.6741705058	0.3450432487	0.7395571873	0.2274964984	0.8103775371	0.6780857201	0.2141615628	0.0276636785	0.6992794111	0.0334948622	0.3459815512
0.7559920998	0.6010139922	0.2690185699	0.7736965866	0.6625076915	0.7194222025	0.4763635381	0.3392112195	0.9317632687	0.9983883738	0.3018709714	0.0751379491	0.7873029587	0.6294865821	0.1822997476	0.7766634612	0.6779813643	0.9130327254	0.7459849292	0.7816512211
0.3351438772	0.3302878948	0.3492278071	0.6085544878	0.7412776122	0.4202436902	0.0045661711	0.7467465628	0.4646425618	0.6212309519	0.5083964018	0.9718632264	0.2970294997	0.6492452852	0.2818991980	0.1944123097	0.8482959402	0.7857093180	0.4081067624	0.6520118544
